Listing ID,Is Superhost,neighbourhood,Neighborhood Group,Latitude,Longitude,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Guests Included,Min Nights,Reviews,Overall Rating,Accuracy Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Value Rating,Instant Bookable,Business Travel Ready,Price
4110902.0,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49246,13.35544,Apartment,Private room,2,1.0,1.0,1.0,1,3,99,97.0,10.0,10.0,9.0,10.0,10.0,10.0,f,f,55.0
28848588.0,f,Mitte,Mitte,52.53551,13.38475,Apartment,Private room,3,1.0,1.0,1.0,1,20,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,50.0
11240218.0,f,WeiÃensee,Pankow,52.5511,13.455170000000004,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,14,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,50.0
23130495.0,t,NeukÃ¶lln,NeukÃ¶lln,52.47793000000001,13.44469,Apartment,Private room,2,1.0,1.0,2.0,1,3,20,92.0,10.0,10.0,9.0,10.0,9.0,9.0,f,f,19.0
2563613.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.506240000000005,13.45066,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,21,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,40.0
16366018.0,f,Friedenau,Tempelhof - SchÃ¶neberg,52.46745,13.33923,Apartment,Shared room,2,1.0,1.0,1.0,1,1,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,40.0
65366.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.51834,13.42853,Apartment,Entire home/apt,2,1.0,1.0,2.0,2,4,69,92.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,81.0
11535036.0,f,Hansaviertel,Mitte,52.52053000000001,13.334929999999998,Apartment,Private room,4,1.0,1.0,2.0,2,3,16,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,30.0
15764336.0,f,Wedding,Mitte,52.54089000000001,13.34747,Apartment,Entire home/apt,4,1.0,1.0,4.0,1,4,36,79.0,9.0,8.0,10.0,10.0,9.0,9.0,f,f,70.0
31021516.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49551999999999,13.425679999999998,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,1,4,75.0,10.0,8.0,10.0,10.0,10.0,10.0,t,f,59.0
30251328.0,f,NeukÃ¶lln,NeukÃ¶lln,52.48608,13.42603,Apartment,Private room,2,1.0,1.0,1.0,1,3,3,93.0,9.0,9.0,8.0,8.0,10.0,9.0,t,f,39.0
19336937.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49706,13.48321,Apartment,Private room,2,1.0,1.0,1.0,1,2,5,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,35.0
1942266.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49036,13.39564,Apartment,Entire home/apt,4,1.5,2.0,2.0,2,4,16,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,69.0
23963522.0,f,Prenzlauer Berg,Pankow,52.54726,13.41555,Apartment,Entire home/apt,6,1.0,2.0,1.0,2,5,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,100.0
32040749.0,f,Wilmersdorf,Charlottenburg-Wilm.,52.49466999999999,13.30176,Apartment,Private room,2,1.0,1.0,2.0,1,3,5,75.0,6.0,10.0,8.0,10.0,9.0,8.0,f,f,18.0
24668492.0,f,Wedding,Mitte,52.55234,13.37216,Apartment,Private room,2,1.0,1.0,1.0,1,5,5,88.0,9.0,8.0,10.0,9.0,8.0,9.0,t,f,59.0
11546048.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49078000000001,13.419129999999996,Apartment,Private room,2,1.0,1.0,1.0,2,3,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,140.0
6771824.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.51274,13.45579,Apartment,Private room,3,1.0,1.0,1.0,1,6,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,49.0
563288.0,f,Steglitz,Steglitz - Zehlendorf,52.44683000000001,13.32564,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,6,25,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,75.0
27072400.0,f,Prenzlauer Berg,Pankow,52.52873000000001,13.436320000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,2,80.0,9.0,7.0,10.0,10.0,7.0,6.0,t,f,42.0
20789849.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49605,13.43737,Apartment,Entire home/apt,10,2.0,3.0,8.0,5,4,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,125.0
28172501.0,f,Baumschulenweg,Treptow - KÃ¶penick,52.46928000000001,13.47197,Bed and breakfast,Private room,1,1.0,1.0,1.0,1,1,26,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,f,10.0
27668460.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.50456,13.46881,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,40.0
26114155.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.51691,13.47234,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,32.0
13953995.0,t,Friedrichshain,Friedrichshain-Kreuzberg,52.51931999999999,13.45496,Apartment,Private room,1,1.0,1.0,1.0,1,3,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,28.0
13757890.0,f,Prenzlauer Berg,Pankow,52.53199000000001,13.43551,Apartment,Private room,3,1.0,1.0,2.0,1,2,4,87.0,8.0,8.0,9.0,8.0,9.0,9.0,f,f,21.0
7269752.0,f,Alt-HohenschÃ¶nhausen,Lichtenberg,52.53941999999999,13.58221,Apartment,Private room,3,1.0,1.0,2.0,1,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,29.0
30146745.0,f,Rummelsburg,Lichtenberg,52.50133000000001,13.48245,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,50.0
660322.0,f,Mitte,Mitte,52.524980000000006,13.41105,Loft,Entire home/apt,2,1.0,1.0,1.0,2,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,150.0
9763635.0,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.50211999999999,13.352520000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,1,29,93.0,10.0,10.0,9.0,10.0,10.0,9.0,f,f,50.0
26773629.0,f,NeukÃ¶lln,NeukÃ¶lln,52.47373000000001,13.446870000000002,House,Entire home/apt,9,1.0,3.0,6.0,2,7,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,f,129.0
10310931.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.50185,13.44001,Apartment,Private room,2,1.0,1.0,2.0,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,12.0
171870.0,f,Prenzlauer Berg,Pankow,52.54964,13.400429999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,3,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,t,f,56.0
20214725.0,t,Lichterfelde,Steglitz - Zehlendorf,52.43411999999999,13.1214,Apartment,Entire home/apt,5,1.0,2.0,2.0,2,1,84,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,75.0
1320241.0,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48203,13.3612,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,3,170,93.0,9.0,10.0,10.0,10.0,10.0,9.0,t,f,67.0
10046563.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.52019,13.45406,Apartment,Private room,2,1.0,1.0,1.0,1,7,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,30.0
31080971.0,f,Wedding,Mitte,52.55811,13.38867,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,3,1,100.0,8.0,8.0,10.0,10.0,10.0,10.0,t,f,25.0
13135696.0,f,Mitte,Mitte,52.53719,13.38855,Condominium,Entire home/apt,4,2.0,2.0,2.0,2,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,103.0
3269233.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.494890000000005,13.39352,Apartment,Private room,2,1.5,1.0,2.0,1,6,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,30.0
31723831.0,f,Wedding,Mitte,52.52691,13.40585,Apartment,Private room,2,1.0,1.0,2.0,1,1,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,29.0
28606118.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.504830000000005,13.46344,Apartment,Entire home/apt,4,1.0,2.0,2.0,3,2,9,88.0,8.0,7.0,9.0,10.0,10.0,9.0,t,f,115.0
15102093.0,f,Wedding,Mitte,52.54028,13.3723,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,25.0
8850610.0,f,Mitte,Mitte,52.52946,13.40318,Apartment,Entire home/apt,6,1.0,3.0,2.0,2,5,2,100.0,10.0,10.0,9.0,10.0,10.0,10.0,f,f,90.0
139732.0,f,Britz,NeukÃ¶lln,52.43431,13.47709,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,f,f,21.0
30969859.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.50834000000001,13.40199,Apartment,Private room,2,1.0,1.0,1.0,1,2,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,t,f,30.0
18659081.0,f,Prenzlauer Berg,Pankow,52.54469000000001,13.43466,Apartment,Private room,2,1.0,1.0,1.0,1,2,59,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,41.0
23101610.0,f,NeukÃ¶lln,NeukÃ¶lln,52.4851,13.42119,Apartment,Private room,1,1.0,1.0,1.0,1,2,2,100.0,9.0,10.0,10.0,10.0,9.0,10.0,f,f,15.0
10396312.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.4887,13.4125,Apartment,Private room,2,1.5,1.0,1.0,1,2,13,83.0,8.0,8.0,9.0,9.0,9.0,8.0,f,f,28.0
16532747.0,t,Kreuzberg,Friedrichshain-Kreuzberg,52.48984,13.39239,Apartment,Private room,5,1.0,1.0,5.0,2,3,74,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,40.0
31456853.0,f,NeukÃ¶lln,NeukÃ¶lln,52.46674,13.43554,Apartment,Private room,1,1.0,1.0,1.0,1,1,4,93.0,10.0,8.0,10.0,10.0,10.0,10.0,t,f,23.0
2950018.0,t,Lichtenberg,Lichtenberg,52.519940000000005,13.491270000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,45,96.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,25.0
26698232.0,f,NeukÃ¶lln,NeukÃ¶lln,52.4801,13.44687,Apartment,Private room,1,1.0,1.0,1.0,1,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,25.0
2468830.0,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.47536,13.33473,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,2,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,60.0
21542645.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49319000000001,13.4009,Apartment,Private room,2,1.5,1.0,2.0,2,1,6,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,25.0
22683431.0,f,Prenzlauer Berg,Pankow,52.53249,13.42689,Apartment,Private room,2,1.0,1.0,1.0,1,2,7,83.0,10.0,9.0,9.0,9.0,10.0,9.0,f,f,20.0
30251487.0,t,Kreuzberg,Friedrichshain-Kreuzberg,52.49924,13.39546,Apartment,Entire home/apt,5,2.0,4.0,3.0,4,7,1,80.0,8.0,8.0,10.0,8.0,10.0,8.0,f,f,228.0
10007805.0,f,Pankow,Pankow,52.57117,13.394920000000004,Apartment,Private room,3,1.0,1.0,1.0,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,25.0
16250786.0,f,Mitte,Mitte,52.5364,13.40049,Apartment,Private room,2,1.0,1.0,1.0,2,2,11,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,65.0
8925957.0,f,Mitte,Mitte,52.52712,13.40235,Condominium,Entire home/apt,2,1.0,1.0,2.0,1,5,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,86.0
12798185.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.50307,13.3969,Apartment,Private room,2,1.0,1.0,1.0,1,2,5,92.0,9.0,10.0,9.0,10.0,10.0,9.0,t,f,44.0
34116762.0,f,NeukÃ¶lln,NeukÃ¶lln,52.48315,13.44,Loft,Entire home/apt,6,2.0,2.0,3.0,1,5,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,250.0
20151115.0,f,Wedding,Mitte,52.54167,13.3689,Apartment,Private room,2,1.0,1.0,1.0,1,6,13,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,f,39.0
11432301.0,f,NeukÃ¶lln,NeukÃ¶lln,52.48641,13.4356,Apartment,Private room,1,1.0,1.0,1.0,1,5,20,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,25.0
68554.0,t,Altglienicke,Treptow - KÃ¶penick,52.41326,13.52321,Townhouse,Private room,1,1.5,1.0,1.0,1,1,228,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,24.0
26590410.0,f,Moabit,Mitte,52.53031999999999,13.34254,Apartment,Private room,1,1.0,1.0,1.0,2,3,27,88.0,9.0,9.0,9.0,10.0,10.0,9.0,f,f,17.0
24936200.0,f,Prenzlauer Berg,Pankow,52.55371,13.42156,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,t,f,70.0
13961165.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49159000000001,13.39121,Condominium,Private room,1,1.0,1.0,1.0,1,2,7,93.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,14.0
899436.0,t,NeukÃ¶lln,NeukÃ¶lln,52.48605,13.42634,Apartment,Entire home/apt,4,2.0,2.0,2.0,1,3,227,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,69.0
27753159.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.51991,13.46923,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,49.0
22860263.0,t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49111,13.34937,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,3,58,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,120.0
7041023.0,f,Charlottenburg,Charlottenburg-Wilm.,52.506240000000005,13.303720000000002,Apartment,Entire home/apt,6,1.0,2.0,4.0,4,4,8,99.0,9.0,10.0,10.0,9.0,10.0,10.0,f,f,99.0
10449955.0,f,Lichtenberg,Lichtenberg,52.52885,13.47205,Apartment,Private room,2,1.0,1.0,2.0,1,4,16,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,25.0
28240891.0,t,Kreuzberg,Friedrichshain-Kreuzberg,52.48735,13.40324,Apartment,Private room,2,1.5,1.0,1.0,1,1,15,95.0,10.0,8.0,10.0,10.0,10.0,9.0,t,f,38.0
19154841.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.486230000000006,13.396579999999998,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,9,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,f,120.0
5554001.0,f,NeukÃ¶lln,NeukÃ¶lln,52.48038000000001,13.43744,Apartment,Private room,2,1.0,1.0,2.0,1,1,9,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,28.0
5791041.0,f,Wedding,Mitte,52.54876,13.38089,Apartment,Private room,2,1.0,1.0,2.0,1,5,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,14.0
4946067.0,f,WeiÃensee,Pankow,52.54894,13.455729999999996,Apartment,Private room,2,1.0,1.0,1.0,1,5,2,100.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,25.0
11862155.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.50736,13.45301,Apartment,Private room,2,1.0,1.0,1.0,1,2,35,94.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,50.0
20247139.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.4959,13.42623,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,4,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,190.0
16361811.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.51046999999999,13.45422,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,19,100.0,10.0,10.0,9.0,10.0,10.0,10.0,t,f,70.0
30140950.0,f,Rummelsburg,Lichtenberg,52.492090000000005,13.48776,Apartment,Private room,1,1.0,1.0,1.0,1,5,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,45.0
18842797.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49386,13.41558,Apartment,Private room,1,1.5,1.0,1.0,1,3,11,94.0,10.0,10.0,9.0,9.0,10.0,9.0,f,f,23.0
4526436.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49075,13.41454,Apartment,Entire home/apt,3,1.0,2.0,3.0,4,2,44,90.0,10.0,9.0,9.0,10.0,10.0,9.0,f,f,65.0
17192870.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.50861999999999,13.46681,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,3,2,80.0,8.0,7.0,8.0,9.0,9.0,8.0,t,f,60.0
1882909.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49023000000001,13.41702,Apartment,Entire home/apt,5,1.5,3.0,5.0,1,4,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,80.0
31722026.0,f,Wilmersdorf,Charlottenburg-Wilm.,52.46798000000001,13.309079999999998,Apartment,Private room,2,1.0,1.0,1.0,1,7,2,90.0,10.0,10.0,10.0,7.0,9.0,9.0,f,f,25.0
21106467.0,f,NeukÃ¶lln,NeukÃ¶lln,52.48945,13.4292,Apartment,Entire home/apt,2,1.0,2.0,3.0,1,9,12,94.0,9.0,9.0,10.0,10.0,9.0,10.0,f,f,90.0
30694420.0,f,NeukÃ¶lln,NeukÃ¶lln,52.485490000000006,13.44793,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,5,3,93.0,10.0,9.0,9.0,10.0,9.0,9.0,f,f,75.0
20698109.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.49866999999999,13.46333,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,2,106,95.0,10.0,10.0,9.0,10.0,9.0,9.0,t,f,55.0
800634.0,f,Prenzlauer Berg,Pankow,52.55096999999999,13.41107,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,80.0
9179741.0,f,Alt-Treptow,Treptow - KÃ¶penick,52.48966,13.4506,Apartment,Private room,2,1.0,1.0,2.0,1,1,21,94.0,10.0,9.0,9.0,10.0,8.0,9.0,f,f,53.0
14451453.0,f,Prenzlauer Berg,Pankow,52.53207,13.4068,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,137,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,58.0
30843967.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49725999999999,13.37686,Apartment,Private room,2,1.0,1.0,1.0,2,2,11,86.0,9.0,8.0,10.0,10.0,10.0,9.0,t,f,50.0
20375471.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49986,13.42768,Apartment,Private room,2,1.5,1.0,1.0,1,2,11,89.0,9.0,8.0,9.0,9.0,10.0,9.0,f,f,38.0
6198439.0,f,Mitte,Mitte,52.51543,13.42434,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,25,10,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,39.0
33811427.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.50353000000001,13.4107,Apartment,Private room,2,1.0,1.0,1.0,1,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,54.0
4342933.0,f,Rummelsburg,Lichtenberg,52.50461,13.491079999999998,Condominium,Private room,1,1.0,1.0,1.0,1,1,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,35.0
,t,Kreuzberg,Friedrichshain-Kreuzberg,52.49384000000001,13.41979,Apartment,Entire home/apt,4,1.5,1.0,4.0,1,2,63,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,85.0
26865630.0,f,Charlottenburg,Charlottenburg-Wilm.,52.51991,13.33056,Apartment,Private room,2,1.0,1.0,1.0,1,3,7,100.0,10.0,10.0,9.0,10.0,10.0,10.0,f,f,55.0
1392622.0,t,Prenzlauer Berg,Pankow,52.53884,13.41771,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,1,48,91.0,10.0,9.0,10.0,10.0,10.0,9.0,t,f,105.0
8562889.0,f,Prenzlauer Berg,Pankow,52.54276,13.42294,Apartment,Entire home/apt,4,2.0,2.0,2.0,4,3,19,98.0,9.0,10.0,10.0,10.0,10.0,10.0,t,f,150.0
9388346.0,f,NeukÃ¶lln,NeukÃ¶lln,52.47706,13.43651,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,1,128,94.0,10.0,8.0,10.0,10.0,9.0,9.0,t,f,47.0
17378728.0,f,Tempelhof,Tempelhof - SchÃ¶neberg,52.45501999999999,13.41591,Apartment,Private room,2,1.0,1.0,1.0,1,5,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,30.0
6892838.0,f,Prenzlauer Berg,Pankow,52.5345,13.415129999999998,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,2,8,89.0,9.0,9.0,10.0,9.0,9.0,8.0,t,f,65.0
26710155.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.49984,13.4648,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,1,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,70.0
9759508.0,f,Prenzlauer Berg,Pankow,52.54588,13.419620000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,6,11,89.0,9.0,9.0,9.0,8.0,10.0,8.0,f,f,94.0
9371797.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.49736,13.385279999999998,Apartment,Private room,2,1.0,1.0,1.0,1,5,3,93.0,9.0,9.0,10.0,10.0,9.0,10.0,t,f,46.0
4773698.0,t,Kreuzberg,Friedrichshain-Kreuzberg,52.49535,13.42383,Loft,Entire home/apt,2,1.0,1.0,1.0,1,10,66,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,50.0
23164993.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.51156,13.42871,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,1,131,96.0,10.0,9.0,10.0,10.0,9.0,9.0,t,f,49.0
28582232.0,t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49249,13.36411,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,9,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,70.0
4994431.0,f,Friedrichshain,Friedrichshain-Kreuzberg,52.52029,13.45089,Apartment,Private room,3,1.0,1.0,1.0,2,1,4,92.0,10.0,10.0,8.0,10.0,10.0,10.0,f,f,100.0
22256223.0,f,Wedding,Mitte,52.54202,13.3692,Apartment,Entire home/apt,2,1.5,1.0,1.0,2,1,13,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,126.0
23588400.0,f,Kreuzberg,Friedrichshain-Kreuzberg,52.50356,13.436020000000005,Apartment,Private room,2,1.0,1.0,1.0,1,4,3,90.0,9.0,9.0,10.0,10.0,10.0,9.0,t,f,30.0
20406546.0,f,Marzahn,Marzahn - Hellersdorf,52.51999,13.52559,Serviced apartment,Entire home/apt,4,1.0,1.0,4.0,2,3,19,80.0,9.0,9.0,10.0,9.0,6.0,8.0,t,f,40.0
19722057.0,f,Mahlsdorf,Marzahn - Hellersdorf,52.53146999999999,13.63239,Apartment,Entire home/apt,6,1.0,2.0,5.0,2,1,18,94.0,10.0,10.0,10.0,10.0,9.0,10.0,t,f,80.0
3674271.0,f,Altglienicke,Treptow - KÃ¶penick,52.4197,13.55315,House,Private room,2,1.0,1.0,2.0,1,1,4,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,30.0
